"Id","Position","First Name","Nickname","Last Name","FPPG","Played","Salary","Game","Team","Opponent","Injury Indicator","Injury Details","Tier","",""
"42381-14511","SF","Markieff","Markieff Morris","Morris","18.88387175529234","31","4500","DET@LAL","DET","LAL","O","Foot","","",""
"42381-110333","SF","Jarrett","Jarrett Culver","Culver","18.921212861032195","33","4500","MIN@CLE","MIN","CLE","","","","",""
"42381-84703","PG","De'Anthony","De'Anthony Melton","Melton","20.004000244140624","25","4400","MEM@PHO","MEM","PHO","","","","",""
"42381-63126","SF","Cedi","Cedi Osman","Osman","20.162857491629463","35","4300","MIN@CLE","CLE","MIN","","","","",""
"42381-9660","C","Dwight","Dwight Howard","Howard","19.922856794084822","35","4300","DET@LAL","LAL","DET","","","","",""
"42381-110345","SF","Kevin","Kevin Porter","Porter","16.830303770123106","33","4200","MIN@CLE","CLE","MIN","O","Personal","","",""
"42381-84713","SG","Svi","Svi Mykhailiuk","Mykhailiuk","11.44516089654738","31","4200","DET@LAL","DET","LAL","","","","",""
"42381-20992","PF","Larry","Larry Nance","Nance","21.60967820690524","31","4100","MIN@CLE","CLE","MIN","O","Knee","","",""
"42381-110995","PF","Naz","Naz Reid","Reid","13.61999969482422","5","4100","MIN@CLE","MIN","CLE","","","","",""
"42381-42202","PF","Christian","Christian Wood","Wood","18.637500762939453","32","4100","DET@LAL","DET","LAL","","","","",""
"42381-9739","C","JaVale","JaVale McGee","McGee","20.27999965122768","35","4000","DET@LAL","LAL","DET","","","","",""
"42381-14523","PG","Reggie","Reggie Jackson","Jackson","13.5","2","4000","DET@LAL","DET","LAL","O","Back","","",""
"42381-84670","SF","Mikal","Mikal Bridges","Bridges","17.734286063058036","35","4000","MEM@PHO","PHO","MEM","","","","",""
"42381-110316","SF","Cameron","Cameron Johnson","Johnson","15.4375","32","4000","MEM@PHO","PHO","MEM","","","","",""
"42381-12334","SG","Avery","Avery Bradley","Bradley","14.857142857142858","21","3900","DET@LAL","LAL","DET","","","","",""
"42381-16071","PG","Tim","Tim Frazier","Frazier","12.077273282137783","22","3900","DET@LAL","DET","LAL","","","","",""
"42381-84689","SF","Josh","Josh Okogie","Okogie","18.03125","32","3900","MIN@CLE","MIN","CLE","","","","",""
"42381-84688","SF","Keita","Keita Bates-Diop","Bates-Diop","13.918182373046875","22","3900","MIN@CLE","MIN","CLE","","","","",""
"42381-9455","PG","Rajon","Rajon Rondo","Rondo","20.58695652173913","23","3900","DET@LAL","LAL","DET","","","","",""
"42381-55055","PG","Dante","Dante Exum","Exum","6.793749809265137","16","3800","MIN@CLE","CLE","MIN","","","","",""
"42381-55056","PF","Dario","Dario Saric","Saric","23.071428571428573","35","3800","MEM@PHO","PHO","MEM","","","","",""
"42381-15636","SG","Kentavious","Kentavious Caldwell-Pope","Caldwell-Pope","16.54000069754464","35","3800","DET@LAL","LAL","DET","","","","",""
"42381-9758","SG","Danny","Danny Green","Green","19.117142159598213","35","3800","DET@LAL","LAL","DET","","","","",""
"42381-115612","SF","Kelan","Kelan Martin","Martin","11.840000406901042","15","3800","MIN@CLE","MIN","CLE","","","","",""
"42381-9664","SG","Andre","Andre Iguodala","Iguodala","19.108823888442096","68","3800","MEM@PHO","MEM","PHO","O","Not injury related","","",""
"42381-58081","PG","Tyus","Tyus Jones","Jones","17.77222188313802","36","3800","MEM@PHO","MEM","PHO","","","","",""
"42381-16448","PF","Frank","Frank Kaminsky","Kaminsky","21.378124237060547","32","3700","MEM@PHO","PHO","MEM","O","Kneecap","","",""
"42381-17230","SG","Langston","Langston Galloway","Galloway","17.599999321831596","36","3700","DET@LAL","DET","LAL","","","","",""
"42381-85597","PG","Jordan","Jordan McLaughlin","McLaughlin","12.666666666666666","6","3700","MIN@CLE","MIN","CLE","","","","",""
"42381-15417","SF","Solomon","Solomon Hill","Hill","14.391176111557904","34","3600","MEM@PHO","MEM","PHO","","","","",""
"42381-15952","PF","John","John Henson","Henson","15.04117629107307","17","3600","MIN@CLE","CLE","MIN","","","","",""
"42381-17517","SG","Tony","Tony Snell","Snell","13.515625","32","3600","DET@LAL","DET","LAL","","","","",""
"42381-23981","PG","Alex","Alex Caruso","Caruso","13.375","32","3600","DET@LAL","LAL","DET","GTD","Calf","","",""
"42381-110331","SG","Ty","Ty Jerome","Jerome","11.94000015258789","10","3600","MEM@PHO","PHO","MEM","","","","",""
"42381-110337","SG","Talen","Talen Horton-Tucker","Horton-Tucker","3","2","3500","DET@LAL","LAL","DET","","","","",""
"42381-18435","SF","Alfonzo","Alfonzo McKinnie","McKinnie","6.545454545454546","22","3500","MIN@CLE","CLE","MIN","","","","",""
"42381-110341","SG","Dylan","Dylan Windler","Windler","0","0","3500","MIN@CLE","CLE","MIN","O","Lower leg","","",""
"42381-111376","SG","John","John Konchar","Konchar","0.6000000238418579","2","3500","MEM@PHO","MEM","PHO","","","","",""
"42381-55058","SF","Bruno","Bruno Caboclo","Caboclo","8.990476335797991","21","3500","MEM@PHO","MEM","PHO","","","","",""
"42381-115994","PF","Tyler","Tyler Cook","Cook","3.3333333333333335","6","3500","MIN@CLE","CLE","MIN","","","","",""
"42381-110883","PF","Dean","Dean Wade","Wade","2.950000047683716","4","3500","MIN@CLE","CLE","MIN","","","","",""
"42381-66091","PF","Cheick","Cheick Diallo","Diallo","9.234782343325408","23","3500","MEM@PHO","PHO","MEM","","","","",""
"42381-110639","PF","Sekou","Sekou Doumbouya","Doumbouya","8.88888888888889","9","3500","DET@LAL","DET","LAL","","","","",""
"42381-117297","SF","Louis","Louis King","King","3.2249999046325684","4","3500","DET@LAL","DET","LAL","","","","",""
"42381-117301","PF","Devontae","Devontae Cacok","Cacok","0","0","3500","DET@LAL","LAL","DET","","","","",""
"42381-117819","PG","Jared","Jared Harper","Harper","0","1","3500","MEM@PHO","PHO","MEM","","","","",""
"42381-40769","PF","Jordan","Jordan Bell","Bell","8.957143147786459","21","3500","MIN@CLE","MIN","CLE","","","","",""
"42381-20805","SG","Troy","Troy Daniels","Daniels","6.638461773212139","26","3500","DET@LAL","LAL","DET","","","","",""
"42381-20806","SG","Treveon","Treveon Graham","Graham","11.9172415897764","29","3500","MIN@CLE","MIN","CLE","GTD","Illness","","",""
"42381-12362","C","DeMarcus","DeMarcus Cousins","Cousins","37.49666748046875","30","3500","DET@LAL","LAL","DET","O","Knee","","",""
"42381-20064","PG","Matthew","Matthew Dellavedova","Dellavedova","8.863636363636363","33","3500","MIN@CLE","CLE","MIN","","","","",""
"42381-113306","SG","Marko","Marko Guduric","Guduric","9.78888843677662","27","3500","MEM@PHO","MEM","PHO","","","","",""
"42381-23716","SG","Kyle","Kyle Anderson","Anderson","15.996666463216146","30","3500","MEM@PHO","MEM","PHO","","","","",""
"42381-42661","PF","Noah","Noah Vonleh","Vonleh","11.75","22","3500","MIN@CLE","MIN","CLE","GTD","Back","","",""
"42381-70820","C","Thon","Thon Maker","Maker","8.679411944221048","34","3500","DET@LAL","DET","LAL","","","","",""
"42381-18600","PG","Tyler","Tyler Johnson","Johnson","12.517391038977582","23","3500","MEM@PHO","PHO","MEM","","","","",""
"42381-80809","SF","Josh","Josh Jackson","Jackson","23.011392714102058","79","3500","MEM@PHO","MEM","PHO","","","","",""
"42381-70824","C","Ante","Ante Zizic","Zizic","7.866666793823242","12","3500","MIN@CLE","CLE","MIN","","","","",""
"42381-14506","PG","Brandon","Brandon Knight","Knight","8.759999847412109","10","3500","MIN@CLE","CLE","MIN","","","","",""
"42381-9677","SF","Jared","Jared Dudley","Dudley","4.478260869565218","23","3500","DET@LAL","LAL","DET","","","","",""
"42381-84686","SG","Elie","Elie Okobo","Okobo","10.923076923076923","26","3500","MEM@PHO","PHO","MEM","","","","",""
"42381-84696","PG","Jevon","Jevon Carter","Carter","10.612499872843424","24","3500","MEM@PHO","PHO","MEM","","","","",""
"42381-15582","PG","Quinn","Quinn Cook","Cook","8.204545454545455","22","3500","DET@LAL","LAL","DET","","","","",""
"42381-23780","SF","Jake","Jake Layman","Layman","18.621429443359375","14","3500","MIN@CLE","MIN","CLE","O","Toe","","",""
"42381-84711","SG","Grayson","Grayson Allen","Allen","13.142857142857142","21","3500","MEM@PHO","MEM","PHO","","","","",""
"42381-110311","PG","Jordan","Jordan Bone","Bone","0.6666666666666666","3","3500","DET@LAL","DET","LAL","GTD","Knee","","",""
"42381-116202","PG","Jalen","Jalen Lecque","Lecque","0","0","3500","MEM@PHO","PHO","MEM","","","","",""
"42381-110317","PG","Jaylen","Jaylen Nowell","Nowell","6.571428571428571","7","3500","MIN@CLE","MIN","CLE","","","","",""
"42381-84723","SG","Khyri","Khyri Thomas","Thomas","0.5","2","3500","DET@LAL","DET","LAL","O","Foot","","",""
"42381-84725","PF","Kostas","Kostas Antetokounmpo","Antetokounmpo","0.6000000238418579","2","3500","DET@LAL","LAL","DET","","","","",""
"42381-85238","SG","Yuta","Yuta Watanabe","Watanabe","3.75","4","3500","MEM@PHO","MEM","PHO","","","","",""
